OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,TotalParoRegistrado,PAD_1C02,PAD_1_COD_PROV,PAD_1_COD_CCAA,Shape__Area,Shape__Length
15039,45051,Cobeja,45,08,232,2192,,,30197625.37146,31532.1069620797
15040,45052,Cobisa,45,08,258,4221,,,24606227.2233887,31509.9441388693
15041,45053,Consuegra,45,08,993,10146,,,602518739.672241,129215.067733301
15042,45054,Corral de Almaguer,45,08,454,5443,,,556915261.129761,122787.764924274
15043,45055,Cuerva,45,08,126,1361,,,63373610.3149414,38097.7468147759
15044,45056,Chozas de Canales,45,08,508,3760,,,55950288.7701416,37180.6519893313
15045,45057,Chueca,45,08,34,265,,,18827274.5357666,20139.1695862104
15046,45058,Domingo Pérez,45,08,36,417,,,22054064.5693359,23237.7792799239
15047,45059,Dosbarrios,45,08,192,2230,,,189537319.232544,77436.7201197083
15048,45060,Erustes,45,08,20,211,,,16217736.9060059,19906.4520817676
15049,45061,Escalona,45,08,454,3240,,,125280199.644531,63191.2067064749
15050,45062,Escalonilla,45,08,159,1447,,,86723502.2167969,45829.593140995
15051,45063,Espinoso del Rey,45,08,41,466,,,81514000.2602539,36199.021935175
15052,45064,Esquivias,45,08,545,5378,,,42653014.0227051,35456.1285014913
15053,45065,"Estrella, La",45,08,17,241,,,130607823.925537,49895.8937029703
15054,45066,Fuensalida,45,08,1122,10976,,,116770078.895752,66221.0876856673
15055,45067,Gálvez,45,08,273,3075,,,93070866.3737793,49120.6365696004
15056,45068,Garciotum,45,08,23,190,,,38628057.9265137,44605.1168434486
15057,45069,Gerindote,45,08,303,2347,,,75379107.3466797,48903.4206472122
15058,45070,Guadamur,45,08,125,1802,,,64807876.2487793,53415.1031160451
15059,45071,"Guardia, La",45,08,314,2248,,,331691574.353271,128551.872313433
15060,45072,"Herencias, Las",45,08,126,793,,,154213921.817627,86764.1432062178
15061,45073,Herreruela de Oropesa,45,08,19,357,,,17933940.8581543,24962.3191678346
15062,45074,Hinojosa de San Vicente,45,08,57,415,,,53130783.1005859,30068.8156362461
15063,45075,Hontanar,45,08,15,163,,,255689786.820313,119467.434450319
15064,45076,Hormigos,45,08,107,686,,,47025453.9978027,30335.3828268517
15065,45077,Huecas,45,08,62,654,,,46902862.3513184,34257.1504867232
15066,45078,Huerta de Valdecarábanos,45,08,222,1703,,,140947665.875,63071.6723580452
15067,45079,"Iglesuela, La",45,08,51,425,,,118732917.038086,58183.5228973031
15068,45080,Illán de Vacas,45,08,0,5,,,15602553.0449219,22489.7340936864
15069,45081,Illescas,45,08,2412,27332,,,98110049.9718018,55362.6604651586
15070,45082,Lagartera,45,08,125,1422,,,138160212.195801,90063.8001416778
15071,45083,Layos,45,08,37,652,,,31170721.9841309,30613.9764903753
15072,45084,Lillo,45,08,335,2695,,,256093307.59021,69043.8852334821
15073,45085,Lominchar,45,08,250,2369,,,38077659.5866699,33529.1638172723
15074,45086,Lucillos,45,08,105,591,,,69101413.2619629,50490.251080119
15075,45087,Madridejos,45,08,992,10637,,,440207146.067993,113323.205416101
15076,45088,Magán,45,08,400,3259,,,49741656.9614258,41076.4919340857
15077,45089,Malpica de Tajo,45,08,268,1802,,,135340677.895996,53759.7191462437
15078,45090,Manzaneque,45,08,45,406,,,20635908.9367676,21731.5728717639
15079,45091,Maqueda,45,08,61,469,,,125925732.024414,84750.6168138232
15080,45092,Marjaliza,45,08,12,270,,,110802145.927246,51035.0536413743
15081,45093,Marrupe,45,08,23,156,,,17959539.5788574,23992.9974510933
15082,45094,Mascaraque,45,08,44,444,,,111108200.299683,68095.4711732798
15083,45095,"Mata, La",45,08,72,864,,,32656054.7607422,29965.9209580739
15084,45096,Mazarambroz,45,08,138,1259,,,364812128.565796,103531.296077775
15085,45097,Mejorada,45,08,184,1266,,,78771787.1745605,38394.2707543622
15086,45098,Menasalbas,45,08,212,2739,,,302765304.15918,96177.9018606739
15087,45099,Méntrida,45,08,560,4900,,,142516682.643311,58276.825928451
15088,45100,Mesegar de Tajo,45,08,27,228,,,30055357.1315918,25742.6625212079
15089,45101,Miguel Esteban,45,08,549,4976,,,156457655.103149,54882.167012953
15090,45102,Mocejón,45,08,568,4830,,,52233415.7189941,42345.2706380058
15091,45103,Mohedas de la Jara,45,08,19,420,,,101883231.554199,40901.2423615884
15092,45104,Montearagón,45,08,77,520,,,20457886.3962402,22833.0655876048
15093,45105,Montesclaros,45,08,41,417,,,35204898.6171875,30157.6041625134
15094,45106,Mora,45,08,958,9853,,,285019294.512573,90467.3730522998
15095,45107,Nambroca,45,08,375,4557,,,139267362.546631,73337.1974169264
15096,45108,"Nava de Ricomalillo, La",45,08,43,565,,,66752635.1958008,36749.6486295546
15097,45109,Navahermosa,45,08,375,3738,,,219239817.515381,73392.1069294137
15098,45110,Navalcán,45,08,299,2080,,,102173178.906738,56300.6718513848
15099,45111,Navalmoralejo,45,08,1,64,,,38518758.425293,33424.1884526624
15100,45112,"Navalmorales, Los",45,08,241,2617,,,177577512.195068,63333.4892745042
15101,45113,"Navalucillos, Los",45,08,181,2251,,,600617905.794189,140950.432569554
15102,45114,Navamorcuende,45,08,59,643,,,189819485.23877,85307.0208125096
15103,45115,Noblejas,45,08,299,3499,,,118851784.268921,57292.0676267265
15104,45116,Noez,45,08,94,881,,,57937484.652832,36496.0173153384
15105,45117,Nombela,45,08,122,895,,,208186819.282227,67284.5364361054
15106,45118,Novés,45,08,306,2721,,,71243762.4885254,47118.4297435131
15107,45119,Numancia de la Sagra,45,08,580,4755,,,50759598.895752,41269.2939593275
15108,45120,Nuño Gómez,45,08,13,138,,,28931767.7319336,25216.4371374018
15109,45121,Ocaña,45,08,1177,10733,,,251817978.309937,116231.284167808
15110,45122,Olías del Rey,45,08,649,7587,,,68647503.9649658,44820.3387453542
15111,45123,Ontígola,45,08,329,4272,,,70511173.7996826,63915.1804609151
15112,45124,Orgaz,45,08,240,2675,,,260661653.359863,78730.2934123503
15113,45125,Oropesa,45,08,266,2730,,,573942320.768799,278747.925500146
15114,45126,Otero,45,08,37,343,,,50476167.2363281,39436.3883318402
15115,45127,Palomeque,45,08,96,894,,,38208426.0358887,27451.080685426
15116,45128,Pantoja,45,08,401,3277,,,47990859.0233154,36716.3937344681
15117,45129,Paredes de Escalona,45,08,3,129,,,42847032.3583984,36174.7085783095
15118,45130,Parrillas,45,08,31,355,,,87302323.1435547,51652.5474025992
15119,45131,Pelahustán,45,08,27,318,,,76248897.4106445,54613.0956176644
15120,45132,Pepino,45,08,235,2809,,,77835419.4963379,39423.0122613533
15121,45133,Polán,45,08,404,3849,,,269180422.466553,114871.85569234
15122,45134,Portillo de Toledo,45,08,217,2138,,,34118031.3684082,35053.9670335024
15123,45135,"Puebla de Almoradiel, La",45,08,597,5360,,,178950382.265259,70172.6972335869
15124,45136,"Puebla de Montalbán, La",45,08,909,7910,,,239856004.764404,97263.3486976629
15125,45137,"Pueblanueva, La",45,08,292,2252,,,207778628.394531,79046.6290552522
15126,45138,"Puente del Arzobispo, El",45,08,182,1279,,,1659162.16992188,5809.42775473333
15127,45139,Puerto de San Vicente,45,08,9,165,,,78244021.6398926,41556.6374619629
15128,45140,Pulgar,45,08,128,1555,,,65244337.9191895,41404.9543490835
15129,45141,Quero,45,08,137,1042,,,175333460.60791,52626.7878753348
15130,45142,Quintanar de la Orden,45,08,1259,10926,,,148173456.364014,63729.9327959457
15131,45143,Quismondo,45,08,155,1509,,,26402542.2404785,38617.723408792
15132,45144,"Real de San Vicente, El",45,08,124,969,,,92622466.6887207,50558.7163301309
15133,45145,Recas,45,08,415,4220,,,53044367.8964844,61025.6333912409
15134,45146,Retamoso de la Jara,45,08,7,105,,,81697652.1833496,41408.9546046292
15135,45147,Rielves,45,08,91,756,,,55920277.7236328,38966.2749783358
15136,45148,Robledo del Mazo,45,08,30,299,,,230430030.462402,76547.9103117896
15137,45149,"Romeral, El",45,08,45,609,,,133611268.930176,65536.9446941187
15138,45150,San Bartolomé de las Abiertas,45,08,73,464,,,96556406.8366699,50488.5106206043
15139,45151,San Martín de Montalbán,45,08,62,744,,,225161972.874023,66747.4530612796
15140,45152,San Martín de Pusa,45,08,76,685,,,177353230.998535,59458.2112439045
15141,45153,San Pablo de los Montes,45,08,223,1867,,,168355650.213379,69518.2274240568
15142,45154,San Román de los Montes,45,08,206,1887,,,76641985.9279785,51746.3675090641
15143,45155,Santa Ana de Pusa,45,08,33,397,,,32943796.873291,34751.2807384221
15144,45156,Santa Cruz de la Zarza,45,08,312,4285,,,450402201.256226,115024.64691751
15145,45157,Santa Cruz del Retamar,45,08,284,2871,,,222778105.817627,115737.291469565
15146,45158,Santa Olalla,45,08,428,3219,,,123987832.10791,68156.0828609439
15147,45159,Sartajada,45,08,11,102,,,26438246.3352051,22735.7852734873
15148,45160,Segurilla,45,08,171,1345,,,38942691.3447266,29338.1882777712
15149,45161,Seseña,45,08,1895,22992,,,122754809.62439,63027.7792031606
15150,45162,Sevilleja de la Jara,45,08,47,717,,,393900829.483398,116896.377300935
15151,45163,Sonseca,45,08,1219,11068,,,100754124.756592,47453.672791022
15152,45164,Sotillo de las Palomas,45,08,17,198,,,32239960.534668,27458.7513148744
15153,45165,Talavera de la Reina,45,08,12242,83303,,,317007950.508057,152890.829082187
15154,45166,Tembleque,45,08,144,2036,,,376874725.090332,88645.0558088469
15155,45167,"Toboso, El",45,08,165,1831,,,242608125.142944,74453.0873157028
15156,45168,Toledo,45,08,5929,83741,,,393332399.848511,166834.519744078
15157,45169,Torralba de Oropesa,45,08,28,210,,,39949198.798584,32698.075502585
15158,45170,Torrecilla de la Jara,45,08,21,238,,,119359357.130371,67656.7252240126
15159,45171,"Torre de Esteban Hambrán, La",45,08,128,1712,,,86920816.6916504,42122.5547290566
15160,45172,Torrico,45,08,71,748,,,56922379.4355469,41360.5382958498
15161,45173,Torrijos,45,08,1452,13295,,,29575630.6921387,24150.4043257839
15162,45174,Totanés,45,08,32,355,,,44061993.8552246,30561.0029960239
15163,45175,Turleque,45,08,55,804,,,170063472.559692,55455.3181861972
15164,45176,Ugena,45,08,558,5297,,,25938531.2437744,24341.9151910004
15165,45177,Urda,45,08,280,2636,,,364890018.871582,77332.4629524517
15166,45179,Valdeverdeja,45,08,52,598,,,115188665.313965,50394.1483611026
15167,45180,Valmojado,45,08,325,4126,,,44992196.5686035,32458.3440542149
15168,45181,Velada,45,08,476,2859,,,246794999.645752,82962.6637348115
15169,45182,"Ventas con Peña Aguilera, Las",45,08,128,1144,,,236044621.534912,68740.7598980574
15170,45183,"Ventas de Retamosa, Las",45,08,298,3266,,,32194213.3530273,33316.4448161349
15171,45184,"Ventas de San Julián, Las",45,08,29,231,,,11132136.5549316,22604.9367407345
15172,45185,Villacañas,45,08,1478,9840,,,452615698.40271,95275.3144084258
15173,45186,"Villa de Don Fadrique, La",45,08,457,3798,,,140358565.481201,56384.2153136653
15174,45187,Villafranca de los Caballeros,45,08,526,5024,,,179028020.758789,58796.236403869
15175,45188,Villaluenga de la Sagra,45,08,405,3780,,,46151591.3951416,35281.0749305736
15176,45189,Villamiel de Toledo,45,08,97,876,,,71070510.7849121,38369.0496921099
15177,45190,Villaminaya,45,08,54,552,,,36000064.2093506,30636.8525115422
15178,45191,Villamuelas,45,08,45,632,,,73559997.5675049,42229.1312702762
15179,45192,Villanueva de Alcardete,45,08,261,3362,,,248935006.19458,74797.7255711229
15180,45193,Villanueva de Bogas,45,08,66,742,,,97225893.5994873,44455.9811776224
15181,45194,Villarejo de Montalbán,45,08,6,82,,,110793805.931396,51853.8788802265
15182,45195,Villarrubia de Santiago,45,08,215,2588,,,264282187.108887,67014.3453263858
15183,45196,Villaseca de la Sagra,45,08,232,1815,,,54153868.2384033,38549.8745019016
15184,45197,Villasequilla,45,08,256,2510,,,130771053.749146,53445.2203172633
15185,45198,Villatobas,45,08,245,2407,,,308675538.853516,78575.88870261
15186,45199,"Viso de San Juan, El",45,08,479,4238,,,90925375.7359619,51368.8356400303
15187,45200,"Yébenes, Los",45,08,503,6009,,,1136862262.66553,192728.024710597
15188,45201,Yeles,45,08,604,5177,,,34801222.0098877,27058.6976748841
15189,45202,Yepes,45,08,533,5074,,,144044007.476074,74621.5575263388
15190,45203,Yuncler,45,08,409,3679,,,29911813.1706543,34516.8466042544
15191,45204,Yunclillos,45,08,85,830,,,53025756.8640137,39932.8227646377
15192,45205,Yuncos,45,08,1230,10827,,,25876813.1853027,21117.0503105764
15193,45901,Santo Domingo-Caudilla,45,08,116,1019,,,91828109.4406738,58809.4994110241
15194,46001,Ademuz,46,10,77,1073,,,171669797.848267,79625.027401699
15195,46002,Ador,46,10,97,1400,,,22853656.0351868,44153.6630169109
15196,46003,Atzeneta d'Albaida,46,10,87,1155,,,9994384.37658691,21557.835278551
15197,46004,Agullent,46,10,223,2387,,,26864058.4639587,25580.6667577023
15198,46005,Alaquàs,46,10,3086,29474,,,6552052.09675598,15812.6264684827
15199,46006,Albaida,46,10,461,5946,,,58480003.3657837,51993.9692238334
15200,46007,Albal,46,10,1500,16244,,,12356250.3054962,26967.2184830806
15201,46008,Albalat de la Ribera,46,10,264,3361,,,23831345.8177948,24698.8020896762
15202,46009,Albalat dels Sorells,46,10,286,3900,,,7789438.10437012,27360.163604868
15203,46010,Albalat dels Tarongers,46,10,80,1169,,,36079022.9290009,37924.5033883251
15204,46011,Alberic,46,10,762,10504,,,44842194.8135223,34487.2404945976
15205,46012,Alborache,46,10,93,1140,,,45836354.1926575,38866.4377011692
15206,46013,Alboraya,46,10,1412,24031,,,14025462.1249695,18152.500256906
15207,46014,Albuixech,46,10,311,3911,,,7439681.14704895,12396.1781439243
15208,46015,Alcàsser,46,10,780,9813,,,15095212.848587,16546.3974104642
15209,46016,Alcàntera de Xúquer,46,10,73,1318,,,5645539.21813965,20660.7149886906
15210,46017,Alzira,46,10,3849,44255,,,183783501.630554,120425.543123119
15211,46018,Alcublas,46,10,33,678,,,73816461.0757751,35352.4479537806
15212,46019,"Alcúdia, l'",46,10,695,11926,,,39456638.3231049,43490.0716775113
15213,46020,"Alcúdia de Crespins, l'",46,10,481,5108,,,8590033.34161377,14386.4409288886
15214,46021,Aldaia,46,10,3191,31320,,,26981382.6376495,29016.5272071216
15215,46022,Alfafar,46,10,2401,20776,,,16912339.7382355,34426.6122532724
15216,46023,Alfauir,46,10,21,448,,,10294120.7000885,17713.8003131637
15217,46024,Alfara de la Baronia,46,10,31,535,,,19846256.3735504,25919.6493870911
15218,46025,Alfara del Patriarca,46,10,242,3348,,,3334941.66038513,8694.52450319865
15219,46026,Alfarp,46,10,61,1517,,,34392200.3035584,29803.5641006475
15220,46027,Alfarrasí,46,10,57,1256,,,10550758.6039581,18728.128937745
15221,46028,Algar de Palancia,46,10,24,471,,,22296857.1831512,21634.6632440633
15222,46029,Algemesí,46,10,1924,27511,,,69190743.7672729,37189.4394436961
15223,46030,Algimia de Alfara,46,10,56,1051,,,24475855.4861298,28982.500536831
15224,46031,Alginet,46,10,1069,13186,,,40204254.2966614,28542.1858339466
15225,46032,Almàssera,46,10,608,7308,,,4608503.1162262,9105.06465814798
15226,46033,Almiserà,46,10,13,261,,,12311277.0960083,20841.2134043513
15227,46034,Almoines,46,10,184,2343,,,3506229.41041565,10419.8486330541
15228,46035,Almussafes,46,10,513,8914,,,18007184.0736847,25945.0256778472
15229,46036,Alpuente,46,10,25,644,,,235364820.690979,67150.5900699157
15230,46037,"Alqueria de la Comtessa, l'",46,10,131,1443,,,3563830.70536804,11721.9901607185
15231,46038,Andilla,46,10,22,322,,,242274106.963318,73227.8338099939
15232,46039,Anna,46,10,180,2639,,,35579374.5509644,32727.9980650192
15233,46040,Antella,46,10,71,1233,,,29215990.3300781,28545.3618757613
15234,46041,Aras de los Olmos,46,10,16,375,,,129458805.481506,52349.684034457
15235,46042,Aielo de Malferit,46,10,273,4706,,,44192051.637207,34037.8930246572
15236,46043,Aielo de Rugat,46,10,12,160,,,12939978.9389343,23053.4681344398
15237,46044,Ayora,46,10,486,5311,,,740850513.460999,132972.787801063
15238,46045,Barxeta,46,10,86,1577,,,47302984.7061768,34760.9254058892
15239,46046,Barx,46,10,69,1227,,,26707548.2505341,24373.3183784876
15240,46047,Bèlgida,46,10,40,690,,,28513200.4620361,30906.2279076999
15241,46048,Bellreguard,46,10,344,4550,,,4722398.44300079,14753.5629626569
15242,46049,Bellús,46,10,28,315,,,15794172.218338,20643.2908144518
15243,46050,Benagéber,46,10,8,192,,,118181713.520142,46394.6687198897
15244,46051,Benaguasil,46,10,967,10960,,,42820155.5707092,42758.120455373
15245,46052,Benavites,46,10,23,613,,,7228879.25991058,18317.4354237039
15246,46053,Beneixida,46,10,26,648,,,5310022.13775635,15836.7504766846
15247,46054,Benetússer,46,10,1417,14495,,,1300842.80570984,4572.87190338423
15248,46055,Beniarjó,46,10,143,1759,,,4553539.98723602,11690.5059502096
15249,46056,Beniatjar,46,10,19,219,,,18776155.641571,22748.609474634
15250,46057,Benicolet,46,10,19,585,,,18679784.9460907,25183.7204192719
15251,46058,Benifairó de les Valls,46,10,128,2205,,,7353973.0353241,14538.0882994289
15252,46059,Benifairó de la Valldigna,46,10,75,1596,,,33549819.5118256,34783.7325557778
15253,46060,Benifaió,46,10,844,11956,,,33675001.1314392,26098.6493751775
15254,46061,Beniflá,46,10,43,458,,,1034146.99718475,5014.47582963868
15255,46062,Benigànim,46,10,432,5850,,,55373814.5283813,35344.2140898901
15256,46063,Benimodo,46,10,132,2230,,,20876724.8808746,29716.0911109165
15257,46064,Benimuslem,46,10,71,656,,,6941381.51611328,13465.0704024048
15258,46065,Beniparrell,46,10,180,1964,,,6160175.74342346,11545.3902643025
15259,46066,Benirredrà,46,10,125,1570,,,643956.308601379,3880.37095005221
15260,46067,Benisanó,46,10,181,2238,,,3854959.0916748,8302.49779186633
15261,46068,Benissoda,46,10,41,425,,,6666114.69937134,13200.0067894164
15262,46069,Benisuera,46,10,18,194,,,3505191.65756226,7795.91223041985
15263,46070,Bétera,46,10,1448,23178,,,126646290.48999,45467.6667914262
15264,46071,Bicorp,46,10,48,526,,,227055616.160156,66143.4456161082
15265,46072,Bocairent,46,10,330,4271,,,159647993.922226,68525.0140906699
15266,46073,Bolbaite,46,10,120,1362,,,67060111.7181091,47051.9795840132
15267,46074,Bonrepòs i Mirambell,46,10,280,3629,,,1774656.3480835,6132.51971750762
15268,46075,Bufali,46,10,8,163,,,5272679.47616577,16428.8681724472
15269,46076,Bugarra,46,10,28,711,,,68013262.098175,40602.7206374297
15270,46077,Buñol,46,10,751,9596,,,188649357.701416,74744.4736425534
15271,46078,Burjassot,46,10,3961,37575,,,5912069.33776855,11697.2059623821
15272,46079,Calles,46,10,31,345,,,109281182.503815,65283.8254705084
15273,46080,Camporrobles,46,10,69,1217,,,151096994.502197,75789.9172341049
15274,46081,Canals,46,10,1395,13631,,,36163969.6231079,54065.2227092602
15275,46082,Canet d'En Berenguer,46,10,318,6473,,,6496589.38560486,11246.8749990223
15276,46083,Carcaixent,46,10,1655,20483,,,98521404.8107452,59778.9627836613
15277,46084,Càrcer,46,10,100,1923,,,12646203.7674561,22172.8596098864
15278,46085,Carlet,46,10,1170,15446,,,76144726.0715027,40934.6651024309
15279,46086,Carrícola,46,10,4,95,,,7592747.74041748,13718.6021007885
15280,46087,Casas Altas,46,10,10,139,,,27236881.2203979,35668.5561350016
15281,46088,Casas Bajas,46,10,13,172,,,38665480.2567749,27899.5604864776
15282,46089,Casinos,46,10,220,2759,,,70172492.1344604,32835.2538721481
15283,46090,Castelló de Rugat,46,10,133,2278,,,31648693.9746704,35686.4905656901
15284,46091,Castellonet de la Conquesta,46,10,3,138,,,8985665.55181885,14981.9831833746
15285,46092,Castielfabib,46,10,19,311,,,182014533.239746,82158.7153432377
15286,46093,Catadau,46,10,173,2773,,,59215323.3917236,40172.6376289363
15287,46094,Catarroja,46,10,2521,27752,,,21832176.9461365,31095.2306595838
15288,46095,Caudete de las Fuentes,46,10,38,706,,,58260395.1999512,33678.4489602305
15289,46096,Cerdà,46,10,37,341,,,2527703.69763184,33148.773404773
15290,46097,Cofrentes,46,10,52,1104,,,172318145.826935,61067.6036963492
15291,46098,Corbera,46,10,204,3190,,,33757900.3395233,32010.3486598926
15292,46099,Cortes de Pallás,46,10,54,876,,,389076064.487274,100094.17485301
15293,46100,Cotes,46,10,20,336,,,10052377.4141235,21769.9455203792
15294,46101,Quart de les Valls,46,10,47,1042,,,14271733.9010925,15818.083228533
15295,46102,Quart de Poblet,46,10,2519,24491,,,33001238.930481,41436.3078371664
15296,46103,Quartell,46,10,61,1539,,,5388055.16602325,22490.9829148737
15297,46104,Quatretonda,46,10,95,2278,,,72145363.214859,51915.2196831876
15298,46105,Cullera,46,10,1951,21999,,,89650413.0319138,55891.4521717965
15299,46106,Chelva,46,10,149,1516,,,322701586.949829,127541.607039278
15300,46107,Chella,46,10,254,2513,,,72193718.4890442,52787.5868555117
15301,46108,Chera,46,10,39,484,,,91810398.3251953,40382.807640606
15302,46109,Cheste,46,10,559,8372,,,120177262.648438,57295.8014849358
15303,46110,Xirivella,46,10,2818,28950,,,8523869.8657074,13095.9022501669
15304,46111,Chiva,46,10,1248,14867,,,300477320.04071,107737.973417876
15305,46112,Chulilla,46,10,45,628,,,104349324.226257,42344.0210454294
15306,46113,Daimús,46,10,225,3018,,,5211726.73930359,11621.0266129727
15307,46114,Domeño,46,10,73,689,,,116355670.111053,78105.5608106804
15308,46115,Dos Aguas,46,10,34,379,,,203119537.224823,74709.106604446
15309,46116,"Eliana, l'",46,10,1090,17760,,,14770864.1009216,18437.7178767177
15310,46117,Emperador,46,10,42,707,,,43482.2381439209,892.734366364717
15311,46118,Enguera,46,10,401,4926,,,400435843.788818,99192.7767785646
15312,46119,"Ènova, l'",46,10,56,919,,,12738646.5128784,27037.8005032777
15313,46120,Estivella,46,10,77,1416,,,35394254.5964508,25887.8420824712
15314,46121,Estubeny,46,10,10,119,,,10647230.2166138,14021.2137480976
15315,46122,Faura,46,10,230,3503,,,2770161.36971283,12533.3856986418
15316,46123,Favara,46,10,201,2473,,,15724427.4139099,17037.1185080088
15317,46124,Fontanars dels Alforins,46,10,58,985,,,123042257.124939,53185.3142763202
15318,46125,Fortaleny,46,10,85,1033,,,7612714.37368774,20003.2891039916
15319,46126,Foios,46,10,536,7234,,,10909006.2717133,27557.7739654903
15320,46127,"Font d'En Carròs, la",46,10,280,3743,,,16373156.0834503,17665.8527660097
15321,46128,"Font de la Figuera, la",46,10,141,2067,,,139155223.692841,55140.3729070353
15322,46129,Fuenterrobles,46,10,41,709,,,83350600.6854248,38430.3150385778
15323,46130,Gavarda,46,10,68,1073,,,13017659.463501,21032.0855663068
15324,46131,Gandia,46,10,7512,74121,,,100901106.663681,73191.5109683472
15325,46132,Genovés,46,10,244,2815,,,25128628.225235,42822.3719956262
15326,46133,Gestalgar,46,10,44,596,,,117547118.227295,51153.8564037376
15327,46134,Gilet,46,10,228,3308,,,19064699.3536377,19219.2769696438
15328,46135,Godella,46,10,639,13031,,,14038693.8503265,20844.5195512166
15329,46136,Godelleta,46,10,198,3391,,,62845332.0965576,36103.0054789533
15330,46137,"Granja de la Costera, la",46,10,19,312,,,1278560.43441772,13775.3686529724
15331,46138,Guadasséquies,46,10,26,459,,,5394005.6164856,13830.0117957059
15332,46139,Guadassuar,46,10,242,5913,,,58811043.5597382,67753.1032838058
15333,46140,Guardamar de la Safor,46,10,21,472,,,1819463.96234894,7944.36296801197
15334,46141,Higueruelas,46,10,27,503,,,31856493.2815552,26570.9315000753
15335,46142,Jalance,46,10,59,852,,,158006361.384064,63372.3871002801
15336,46143,Xeraco,46,10,288,5715,,,33481781.4811783,30369.3122786702
15337,46144,Jarafuel,46,10,73,785,,,171649563.536011,71845.292830705
15338,46145,Xàtiva,46,10,2690,29070,,,126985654.380768,193203.845208291
15339,46146,Xeresa,46,10,83,2162,,,27942583.9059143,27502.7073339953
15340,46147,Llíria,46,10,2343,22793,,,385516116.789917,138956.49740336
15341,46148,Loriguilla,46,10,143,1985,,,122253508.225037,78484.1326336756
15342,46149,Losa del Obispo,46,10,26,510,,,20577596.6210327,21325.482603795
15343,46150,Llutxent,46,10,128,2367,,,66418064.7608795,47541.5070878571
15344,46151,Llocnou d'En Fenollet,46,10,59,887,,,2540590.69438171,18547.9376821122
15345,46152,Llocnou de la Corona,46,10,12,116,,,70259.5461273193,1157.7213475313
15346,46153,Llocnou de Sant Jeroni,46,10,36,544,,,10703484.4267578,14211.6017789665
15347,46154,Llanera de Ranes,46,10,94,1042,,,15347127.0306396,38388.3845656871
15348,46155,Llaurí,46,10,81,1221,,,22678831.8828278,27848.0900891376
15349,46156,Llombai,46,10,181,2702,,,92916350.2781982,51991.1566382866
15350,46157,"Llosa de Ranes, la",46,10,239,3599,,,11775371.627121,22358.7773112381
15351,46158,Macastre,46,10,128,1236,,,63049907.8425293,33881.5102784733
15352,46159,Manises,46,10,3147,30630,,,33042721.4156647,27226.7000692149
15353,46160,Manuel,46,10,161,2448,,,10039168.872757,19294.6081420515
15354,46161,Marines,46,10,155,1858,,,60462939.0861206,48090.1930708121
15355,46162,Massalavés,46,10,142,1596,,,12460719.62146,16965.5697409697
15356,46163,Massalfassar,46,10,190,2462,,,4267674.06809998,10660.139110013
15357,46164,Massamagrell,46,10,1296,15553,,,10400938.2538757,23906.9343913062
15358,46165,Massanassa,46,10,817,9375,,,9401759.46235657,22144.0575956402
15359,46166,Meliana,46,10,876,10678,,,7983180.93617249,12704.4344527632
15360,46167,Millares,46,10,44,349,,,175982133.196198,58801.702592183
15361,46168,Miramar,46,10,185,2608,,,4233026.00154114,10222.5860544786
15362,46169,Mislata,46,10,4250,43042,,,3937379.91464233,10491.6749684987
15363,46170,Mogente/Moixent,46,10,368,4371,,,248132306.177826,73951.021801305
15364,46171,Moncada,46,10,1762,21623,,,26636972.4893494,28998.2423608075
15365,46172,Montserrat,46,10,558,7419,,,76255660.2836914,35582.457154293
15366,46173,Montaverner,46,10,169,1666,,,12227607.5313721,19181.6550646591
15367,46174,Montesa,46,10,102,1204,,,79644517.622345,38067.7759382791
15368,46175,Montitxelvo/Montichelvo,46,10,24,614,,,13498198.5956116,18393.8520031284
15369,46176,Montroi/Montroy,46,10,240,2865,,,52578914.2520752,30137.2520912496
15370,46177,Museros,46,10,496,6164,,,20976743.1592712,24179.5078855988
15371,46178,Náquera,46,10,398,6058,,,65355367.6007843,35187.6397498859
15372,46179,Navarrés,46,10,202,3031,,,78196486.1516113,61988.5134474058
15373,46180,Novelé/Novetlè,46,10,76,858,,,2438600.77755737,9546.07658212915
15374,46181,Oliva,46,10,2030,25488,,,99070486.1081371,54803.1015601166
15375,46182,Olocau,46,10,135,1750,,,63228781.6040497,35734.5216405119
15376,46183,"Olleria, l'",46,10,606,8261,,,53333427.1423798,34394.151000576
15377,46184,Ontinyent,46,10,3354,35342,,,206794054.216095,62437.9826386799
15378,46185,Otos,46,10,39,450,,,18284274.9260406,37355.1017459398
15379,46186,Paiporta,46,10,2405,25241,,,6601454.0110321,11372.4563079244
15380,46187,Palma de Gandía,46,10,104,1511,,,23251971.3287354,33502.1576833855
15381,46188,Palmera,46,10,64,1024,,,1618751.03862762,6713.33449353732
15382,46189,"Palomar, el",46,10,39,579,,,12812673.0110931,32329.5878322378
15383,46190,Paterna,46,10,6415,68547,,,61552097.7860565,43019.2078370768
15384,46191,Pedralba,46,10,177,2785,,,99237325.9318848,44643.5313688552
15385,46192,Petrés,46,10,73,968,,,3169189.66593933,8772.02152407656
15386,46193,Picanya,46,10,786,11278,,,12058535.7756348,18885.1183363111
15387,46194,Picassent,46,10,1741,20658,,,143644829.018387,49599.9653969396
