id,lat,lon,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
Uw4Rjy3hrF1E5oWV0PgopQ==,-34.5814108,-58.4088481,Palermo,3.0,2.0,71.0,71.0,329000.0,Departamento
J5b4lGj5RmaSLN7C/zSOrA==,-34.582375,-58.4057688,Palermo,3.0,2.0,73.0,73.0,310000.0,Departamento
pMbu4JMOMgfs/AnRwCMBDg==,-34.5758898,-58.4059948,Palermo,3.0,2.0,90.0,80.0,330000.0,Departamento
GmMB7qmO+Q4t6hSFk8VUvg==,-34.578145,-58.4109985,Palermo,3.0,1.0,82.0,82.0,340000.0,Departamento
MwTMbCdjsj2NTdFx5qlRww==,-34.5849879,-58.4190768,Palermo,3.0,1.0,69.0,60.0,158000.0,Departamento
v18sWmYhBlWEW+Mq8K2M6Q==,-34.5667548,-58.4329416,Palermo,3.0,1.0,97.0,64.0,269000.0,Departamento
OJlXFsjInKr5WARIC9xiaQ==,-34.573137,-58.4393395,Belgrano,3.0,1.0,53.0,53.0,115000.0,Departamento
ERTE9zA6GrE6hwHjMo9xuQ==,-34.5577689,-58.4588916,Belgrano,3.0,1.0,74.0,64.0,215000.0,Departamento
equ0nNQjnKPswr87feiY5A==,-34.5671325,-58.4539234,Belgrano,3.0,1.0,85.0,70.0,225000.0,Departamento
aiXYP6b/28zkNIqbAEzIpw==,-34.5723884,-58.430292,Belgrano,3.0,1.0,80.0,68.0,190000.0,Departamento
m3iejDevPnqRu+xQenu6Tg==,-34.5558117257,-58.4393033978,Belgrano,3.0,2.0,94.0,86.0,410000.0,Departamento
ukO8kUcDEKAnVi1gpB9InQ==,-34.561063,-58.466825,Belgrano,3.0,2.0,72.0,65.0,220000.0,Departamento
ojMnpIP/zN+mr40PKl5DDw==,-34.557802,-58.45263,Belgrano,3.0,1.0,96.0,96.0,285000.0,Departamento
BPnodtYtRw4xx3gVJiejwA==,-34.5736232,-58.4406972,Belgrano,3.0,1.0,145.0,76.0,280000.0,Departamento
d+SZca4Yj0IPlrx15cDzmQ==,-34.5617308,-58.4587843,Belgrano,3.0,1.0,80.0,80.0,155000.0,Departamento
tYPwVBCSttP1vPIOE+YXRw==,-34.6299474,-58.4805114,Floresta,3.0,1.0,47.0,47.0,105000.0,Departamento
rw7rBF80ANcaEG+aWZapXA==,-34.6183291,-58.5057331,Floresta,3.0,1.0,65.0,65.0,120000.0,Departamento
1kWYznI/tbhIi5Nr/iUypQ==,-34.5958969,-58.4715637,Paternal,3.0,1.0,49.0,47.0,95000.0,Departamento
aCMrYccsFC3PPkJHIeToog==,-34.5885997,-58.3875433,Recoleta,4.0,2.0,110.0,101.0,450000.0,Departamento
0qC+9x+5duIyFulhtUybDw==,-34.5927591,-58.3834643,Recoleta,3.0,1.0,115.0,81.0,310000.0,Departamento
MUME4v9HYYQoovMBVptanA==,-34.5917132,-58.3899312,Recoleta,3.0,1.0,69.0,69.0,230000.0,Departamento
lzvYYIpyOQS/KKsEshA1Eg==,-34.552424,-58.476215,Saavedra,3.0,2.0,115.0,76.0,234000.0,Departamento
rps7udc56ls2v6awnbxbnA==,-34.605107,-58.411622,Balvanera,3.0,1.0,52.0,52.0,80000.0,Departamento
BWIBNJtga47yJkYCRok6kw==,-34.6123617,-58.4102068,Balvanera,3.0,1.0,67.0,62.0,90000.0,Departamento
UW439Fb4x3GcFSv8PfSEsw==,-34.603223,-58.396188,Balvanera,3.0,2.0,77.0,73.0,150000.0,Departamento
ZBoYLR56yEzgkr1K8ssbUA==,-34.6057635,-58.3965385,Balvanera,3.0,2.0,113.0,102.0,138000.0,Departamento
De2e3beFs9CvGC+skagxuQ==,-34.6206923479,-58.428758065,Caballito,3.0,1.0,58.0,53.0,145000.0,Departamento
WPArdVo7XXoV5RQWtcPHZA==,-34.620122,-58.4341255,Caballito,3.0,1.0,80.0,67.0,240000.0,Departamento
r/ZGHirXeTUU++gzjQ/gMQ==,-34.5894608791,-58.4470977761,Chacarita,3.0,1.0,61.0,55.0,130000.0,Departamento
ynroroPVTLbBsWDW5s4yUw==,-34.6123336,-58.3762033,Monserrat,3.0,1.0,65.0,60.0,150000.0,Departamento
cjAbFGaGN9Km4NMV+c+bow==,-34.6157777,-58.3717928,San Telmo,3.0,1.0,72.0,72.0,175000.0,Departamento
jeqyTfF2hKTiS9tRgAYecA==,-34.613697,-58.379084,San Telmo,2.0,1.0,35.0,31.0,94000.0,Departamento
46KHAQdz5fqB/+lL8Pmhtw==,-34.625839,-58.366502,San Telmo,3.0,1.0,52.0,47.0,120000.0,Departamento
llnUlq4IdZOwJHTzjTz+qQ==,-34.5973175,-58.4396001,Villa Crespo,3.0,1.0,67.0,60.0,135000.0,Departamento
4RjeyfqL1zJT0w2RrBq8XA==,-34.5959289,-58.4975922,Villa Devoto,3.0,1.0,63.0,58.0,148000.0,Departamento
UfP9ANdIHAaI42ivFOntkQ==,-34.5996552,-58.5201522,Villa Devoto,3.0,1.0,65.0,58.0,155000.0,Departamento
hxancT5rEe2xLuWxJ7BxkQ==,-34.6080678,-58.524306,Villa Devoto,3.0,1.0,60.0,57.0,132000.0,Departamento
tuZgyVUsgqZfz4Fcwl/VTw==,-34.6116233,-58.3624653,Puerto Madero,3.0,2.0,168.0,168.0,890000.0,Departamento
Ffwa1CrlUyMHRzn6lGvDjg==,-34.6242839,-58.401358,San Cristobal,3.0,1.0,63.0,63.0,125000.0,Departamento
iymejU1EMXJpiWSAboC/bw==,-34.62159348,-58.4029274,San Cristobal,3.0,1.0,49.0,41.0,74511.0,Departamento
TWuHiBSFysN7psAW5OgHvQ==,-34.62159348,-58.4029274,San Cristobal,3.0,3.0,75.0,46.0,120268.0,Departamento
wBmdnGAJWHvi9CjFrfMdEw==,-34.62159348,-58.4029274,San Cristobal,3.0,1.0,58.0,42.0,74700.0,Departamento
Xb+Pea+f/QnaoGGkhGvmdA==,-34.62159348,-58.4029274,San Cristobal,3.0,1.0,58.0,42.0,75040.0,Departamento
LH93LAYcmlrcTGmsMZRH/Q==,-34.62159348,-58.4029274,San Cristobal,3.0,1.0,62.0,41.0,76950.0,Departamento
IcQMnEnr5GXEXZ5ZOGL9Mg==,-34.569412,-58.487949,Villa Urquiza,3.0,2.0,73.0,61.0,229000.0,Departamento
bC94qgK20ykr7AmxkEMxgg==,-34.574041,-58.477542,Villa Urquiza,3.0,1.0,67.0,55.0,115000.0,Departamento
48WsQcNDhCviuhnj5g5I0Q==,-34.575298,-58.486123,Villa Urquiza,3.0,2.0,85.0,76.0,183000.0,Departamento
nG60lASgCZcy7MzoRHfCHA==,-34.6909008,-58.4659322,Villa Riachuelo,3.0,1.0,59.0,53.0,110000.0,Departamento
Qg78HMgvgeaH1wsmdeTE7w==,-34.628355255,-58.42709329,Parque Chacabuco,3.0,1.0,71.0,71.0,140000.0,Departamento
xtrSERPhAEpBh1u/u3TblQ==,-34.6307342,-58.4410862,Parque Chacabuco,3.0,2.0,72.0,66.0,163000.0,Departamento
LCRFP/6toR8LFoV8IQtawA==,-34.608096,-58.427569,Almagro,6.0,2.0,158.0,158.0,265000.0,PH
VnPiiIqMoeW9n5gYTJO2Ig==,-34.599461,-58.429348,Almagro,4.0,2.0,115.0,115.0,208000.0,PH
/UtvcYt9lhC/U9Xx42Esng==,-34.648324415,-58.416333319,Pompeya,4.0,2.0,290.0,170.0,198000.0,PH
w4OTWwMdjvzIF1MKJEJx5Q==,-34.648324415,-58.416333319,Pompeya,5.0,2.0,290.0,170.0,198000.0,PH
Jo0gxCDDQUWuo9Vmlvha8Q==,-34.5697947,-58.4733184,Belgrano,4.0,2.0,175.0,120.0,325000.0,PH
+WsanQ58tR0ZSYAcGcqsMA==,-34.5995421903,-58.4681762822,Paternal,4.0,1.0,135.0,110.0,190000.0,PH
VhwqAEZmvPfl/pK8vKz+1g==,-34.5988122439,-58.4606841688,Paternal,3.0,2.0,149.0,114.0,180000.0,PH
gLdjIP5pvTrbfyrJsAtrpw==,-34.5416877523,-58.4773507057,Saavedra,4.0,2.0,216.0,146.0,380000.0,PH
Zilz7wQfn9ccWsV/yg1vvQ==,-34.61882,-58.4033269,Balvanera,5.0,1.0,131.0,97.0,259000.0,PH
aLnZiXIv0xKmTn9eAVApoQ==,-34.612601,-58.392307,Balvanera,4.0,1.0,140.0,140.0,167000.0,PH
Id3DnqAhUJvTUNO2Zp3wOA==,-34.576073,-58.447952,Colegiales,5.0,3.0,383.0,383.0,398000.0,PH
uA/tLXi5+k1oV+noAbSaNw==,-34.639467,-58.505733,Villa Luro,4.0,2.0,142.0,124.0,260000.0,PH
DCsR/Slmx5x9jvRWZfjf4w==,-34.589266,-58.5156544,Villa Devoto,4.0,1.0,134.0,81.0,205000.0,PH
M4rbFaVl09QnGFQgr6+txg==,-34.5697947,-58.4733184,Villa Urquiza,4.0,2.0,175.0,120.0,325000.0,PH
rTkVdAXSt5nv2fLMs1kpRw==,-34.6045857698,-58.489866318,Villa del Parque,4.0,3.0,143.0,100.0,289000.0,PH
/ZOgP/32gf/5Bl3Lcy5/uw==,-34.613697,-58.4518986,Caballito,4.0,2.0,196.0,196.0,385000.0,Casa
1pBE6iW8onx04VYb7udKGQ==,-34.612763,-58.45067,Caballito,5.0,3.0,260.0,220.0,545000.0,Casa
UUE2Qi/8qPjQSxjrUDgpDg==,-34.626487,-58.4600446,Flores,4.0,1.0,86.0,80.0,155000.0,Departamento
O0NO7pyYmpK6KBhNr7DoyQ==,-34.636028,-58.4696878,Flores,4.0,1.0,83.0,83.0,170000.0,Departamento
EjnDdbISqsXXczozOkrPbw==,-34.6364881,-58.4532854,Flores,4.0,1.0,96.0,81.0,105000.0,Departamento
gpXVrnVJJB+aACLdvi4U0w==,-34.571166,-58.4306967,Palermo,4.0,1.0,100.0,100.0,310000.0,Departamento
82YFeF2QAUiYiEa//57kQw==,-34.5706825,-58.4332519,Palermo,4.0,4.0,178.0,142.0,540000.0,Departamento
eepGFzguUMewWxTJWYiu9A==,-34.5748056748,-58.437863337,Palermo,4.0,2.0,90.0,81.0,230000.0,Departamento
uky12aiKEebcWyamff1Fog==,-34.5843403,-58.4193304,Palermo,4.0,2.0,182.0,165.0,530000.0,Departamento
4w48F09uHLtTDHmJthMMdA==,-34.578762549,-58.4070439176,Palermo,6.0,2.0,123.0,120.0,385000.0,Departamento
2Z+dXtzvVtBRX0L78yw9PQ==,-34.5919724,-58.4168387,Palermo,4.0,3.0,137.0,130.0,720000.0,Departamento
VJuO4wM/2N9Ozej7cCsGKQ==,-34.5792424,-58.4089027,Palermo,4.0,1.0,84.0,75.0,295000.0,Departamento
KSKe8II0ByYqweON3UNdjQ==,-34.5818695747,-58.4052748619,Palermo,4.0,2.0,157.0,146.0,690000.0,Departamento
mqr6bAupKHSAGIgo8hE8AA==,-34.5798068237,-58.4060017163,Palermo,4.0,2.0,185.0,166.0,780000.0,Departamento
s41H5VcfdpOlrCNmVWaMPQ==,-34.5535199,-58.4597586,Belgrano,4.0,3.0,221.0,221.0,1500000.0,Departamento
aDWnWQoOV+zVKZyeseRzVw==,-34.5688688,-58.44234,Belgrano,4.0,4.0,180.0,180.0,770000.0,Departamento
0oVeFvYJE1HOfrm8sAVLJQ==,-34.5610057,-58.444229,Belgrano,4.0,1.0,78.0,71.0,219000.0,Departamento
OAuAgnRbhi7e/sq1deZggA==,-34.563052,-58.4462053,Belgrano,4.0,3.0,171.0,171.0,1350000.0,Departamento
h5H44SLR/3xPV2VTCHC/nQ==,-34.5683053,-58.4558947,Belgrano,4.0,2.0,98.0,77.0,255000.0,Departamento
QhEC8vSogEXmzMGPDvIZ8g==,-34.5572778444,-58.4417947755,Belgrano,3.0,2.0,78.0,75.0,350000.0,Departamento
rLhAnqTtvrRupU5Tg3IjGg==,-34.5619875,-58.4437839,Belgrano,4.0,1.0,72.0,72.0,179000.0,Departamento
D0BlSdEXhLtI8rUXkIfaSg==,-34.5663836,-58.4629604,Belgrano,4.0,3.0,102.0,88.0,258000.0,Departamento
qpHTAHjJzApYhZa/SJaUJw==,-34.5628262,-58.4419385,Belgrano,4.0,2.0,151.0,132.0,410000.0,Departamento
+gA1h0eGIFefD29njosGDw==,-34.5550954,-58.459321,Belgrano,4.0,1.0,77.0,77.0,160000.0,Departamento
pJlWEfEbxPlgKUno68p7yg==,-34.5917299,-58.3981621,Recoleta,4.0,2.0,72.0,72.0,270000.0,Departamento
mrM/LPWOI+DK0xl8yRW8bA==,-34.597713,-58.409865,Recoleta,4.0,2.0,83.0,74.0,295000.0,Departamento
hxlMZH2uK9x5UjGHk0pMkQ==,-34.5921009,-58.3793114,Recoleta,5.0,2.0,150.0,140.0,470000.0,Departamento
4G38veXW11Kn0nTOzMJpGw==,-34.5918943,-58.3999869,Recoleta,4.0,2.0,111.0,111.0,298000.0,Departamento
iLP4utvIWVqzGXv8eOkNfQ==,-34.611415,-58.403192,Balvanera,4.0,1.0,94.0,79.0,150000.0,Departamento
8ADDPI/4OcecDnkoO85y+Q==,-34.6095258,-58.4442662,Caballito,4.0,2.0,95.0,79.0,177000.0,Departamento
JpG44wCq1uLJXYB/iJ4vqg==,-34.621082,-58.432068,Caballito,4.0,2.0,105.0,94.0,335000.0,Departamento
DMyL+nAqoC1RtrlpMZtmbw==,-34.6218666091,-58.4448084037,Caballito,4.0,1.0,115.0,108.0,210000.0,Departamento
lMshY45egGixm5Ck//k8fA==,-34.613101,-58.438923,Caballito,4.0,1.0,61.0,56.0,145000.0,Departamento
UMt9RHvbxOnp2+dl7vBD3Q==,-34.6098128,-58.3792246,Monserrat,4.0,1.0,112.0,88.0,170000.0,Departamento
p57SAA9qZVglGpt/4+vFYA==,-34.638061,-58.5039934,Villa Luro,4.0,1.0,70.0,70.0,110000.0,Departamento
l0ZmyZu+LJIYCFFm30GZzA==,-34.637781,-58.504322,Villa Luro,4.0,1.0,107.0,100.0,175000.0,Departamento
Y+J0kUoYTob38o994mqohw==,-34.596326,-58.409799,Barrio Norte,4.0,2.0,132.0,100.0,375000.0,Departamento
Racwkm2eyLT1dAyukKhUXw==,-34.5872214,-58.40687,Barrio Norte,4.0,1.0,94.0,94.0,320000.0,Departamento
N8sr7TKrhI2D9xOjR3I1Vg==,-34.5982569,-58.3947215,Barrio Norte,4.0,3.0,134.0,127.0,245000.0,Departamento
ogJiqbY1ECZT/Prbk+9feA==,-34.6237933,-58.4022563,San Cristobal,4.0,2.0,140.0,130.0,249000.0,Departamento
LyUIvLdhi7r7YXTOUf8cjw==,-34.6031404,-58.4963817,Villa del Parque,4.0,2.0,103.0,97.0,260000.0,Departamento
dr46jK/LHdpIUEDOzrP4fA==,-34.6206867,-58.4155187,Boedo,5.0,3.0,235.0,235.0,240000.0,PH
OVS4ys/CztRmXVuqnV1LtA==,-34.6027853649,-58.4611996444,Paternal,5.0,1.0,192.0,145.0,165000.0,PH
fahWBI2AXCU6qYe9Jhm+LA==,-34.637176,-58.420213,Boedo,5.0,2.0,262.0,182.0,399000.0,Casa
/8l5e7KpiQuKNrxfDro9mQ==,-34.6220266,-58.471908,Flores,5.0,3.0,231.0,231.0,420000.0,Casa
DkZvkv41ytF6JGS0KvgT/Q==,-34.6324177624,-58.4837242545,Floresta,6.0,4.0,293.0,293.0,490000.0,Casa
A4gj6A+AXaGBFFOKlKX4Ug==,-34.611834,-58.436272,Caballito,5.0,1.0,262.0,197.0,399500.0,Casa
xslcl+TsikgUPWz0tQ+o2Q==,-34.6237933,-58.4022563,San Cristobal,5.0,2.0,290.0,290.0,500000.0,Casa
pADBrIT6DVhchNtqMT2CBQ==,-34.629659,-58.499987,Velez Sarsfield,5.0,2.0,280.0,180.0,280000.0,Casa
qvRgx9ti5IpDKT+4+1sOQg==,-34.598249,-58.3783956,Retiro,4.0,2.0,170.0,170.0,385000.0,Departamento
eb5Jm9zEnRdR1VIKPUTj0Q==,-34.6016228,-58.4299758,Almagro,5.0,2.0,186.0,150.0,389000.0,Departamento
K1Iighdl+T1absB4LDhwXQ==,-34.5784360817,-58.4074902988,Palermo,8.0,4.0,269.0,257.0,1200000.0,Departamento
8pWCHLVlp/kHiZ28JUZnCA==,-34.5762879396,-58.402840002,Belgrano,6.0,3.0,143.0,140.0,448000.0,Departamento
qDDrj28/8WiX6C4D1+7IWQ==,-34.5622409,-58.4427059,Belgrano,4.0,2.0,166.0,149.0,850000.0,Departamento
NtSSoM20cFjn0788CSTe6A==,-34.5902697,-58.3940048,Recoleta,4.0,2.0,112.0,102.0,365000.0,Departamento
9SfU9e5uwukF/BbICd+xNw==,-34.5770907,-58.4484733,Colegiales,6.0,3.0,230.0,185.0,365000.0,PH
NyUF4RswG/AvHYQyfb7Ogw==,-34.6023247,-58.4346591,Villa Crespo,4.0,3.0,193.0,158.0,330000.0,PH
NT58u+3gmRfarLTqe8ygyQ==,-34.6023247,-58.4346591,Villa Crespo,5.0,3.0,193.0,158.0,330000.0,PH
teY++GCiJaKAfHU1jfMMdA==,-34.6047414,-58.5231157,Villa Devoto,6.0,3.0,180.0,180.0,365000.0,PH
8coNgoSh7IMQefbQxrd/2Q==,-34.5821848,-58.4015403,Palermo,5.0,3.0,348.0,333.0,1200000.0,Departamento
z3vs+Ot66lYc+XWip8ijaA==,-34.5918143,-58.3921528,Recoleta,7.0,3.0,248.0,248.0,790000.0,Departamento
7TLKCgfcjISUOTf2m68IAQ==,-34.6129398,-58.4533906,Caballito,10.0,4.0,310.0,250.0,580000.0,Casa
qKIQYtAf8npVahlIEKGqag==,-34.62706757,-58.41802597,Boedo,1.0,1.0,73.0,73.0,106970.0,Departamento
45ZpPfDV675BkXG15OAG+g==,-34.54966354,-58.46738815,Nuñez,1.0,2.0,59.0,51.0,148000.0,Departamento
abaAmajbMbFuufgydrOiNg==,-34.5916748,-58.4166069,Palermo,1.0,1.0,39.0,35.0,132000.0,Departamento
5HHR1lJYqGDn2BrPS0hpwg==,-34.5976385,-58.419693,Palermo,1.0,1.0,39.0,34.0,110000.0,Departamento
LbasbCI/TiHXVPSr+3w/xA==,-34.55377197,-58.44523239,Belgrano,1.0,1.0,26.0,26.0,79000.0,Departamento
pbe3NRTKmzEYsuJoR/IfEg==,-34.57264709,-58.43261719,Las Cañitas,1.0,1.0,73.0,73.0,178000.0,Departamento
k3qVcWHPUhro3nE7vXxehA==,-34.57384491,-58.48880005,Villa Urquiza,1.0,1.0,46.0,43.0,145000.0,Departamento
Jt2KR45DS6bnixYsh297Qg==,-34.57692719,-58.49311829,Villa Urquiza,1.0,1.0,42.0,42.0,149000.0,Departamento
nlTXDac5lj+e79wjnV4WCw==,-34.58637238,-58.49085236,Villa Urquiza,1.0,2.0,60.0,48.0,155000.0,Departamento
YVGAQvp/ZIDZKua6viA61w==,-34.62706757,-58.41802597,Boedo,2.0,2.0,70.0,70.0,105000.0,Departamento
iAcTshHpc5J90gO4vfRqpQ==,-34.62706757,-58.41802597,Boedo,2.0,2.0,85.0,85.0,135840.0,Departamento
th7/MzfJZu/V4d692UUy4g==,-34.62706757,-58.41802597,Boedo,2.0,2.0,85.0,85.0,140085.0,Departamento
O9ba2INKAaJod/LkDgSQpw==,-34.62706757,-58.41802597,Boedo,2.0,2.0,85.0,85.0,144330.0,Departamento
fgC4HzEttiGkXHHvMiPbxQ==,-34.55162811,-58.45691681,Nuñez,2.0,2.0,65.0,60.0,245000.0,Departamento
fm1aLcLoaiwuzp5Lirk+Mg==,-34.55162811,-58.45691681,Nuñez,2.0,2.0,65.0,60.0,275000.0,Departamento
KETxHcq8yhvGvuU1nt1nvQ==,-34.5765394,-58.4347966,Palermo,2.0,1.0,44.0,40.0,155000.0,Departamento
4dC+Mh0ua/m1gB//ZAAO4Q==,-34.64357376,-58.42786026,Pompeya,2.0,1.0,209.0,153.0,150000.0,Casa
gOOycJa5NyWy3YTehd9eQg==,-34.554816,-58.442309,Belgrano,2.0,1.0,38.0,34.0,114000.0,Departamento
72DM7PWEBzgM9+JltVRzVg==,-34.54927063,-58.48269272,Saavedra,2.0,1.0,82.0,73.0,180000.0,Departamento
O4QTCtka+emYn6ZdLHGmhQ==,-34.60058594,-58.50547409,Villa Devoto,2.0,2.0,68.0,68.0,179800.0,Departamento
z7vmQMyt5YFKTl+2+yqaEg==,-34.6207428,-58.39870834,San Cristobal,2.0,1.0,46.0,41.0,80000.0,Departamento
+SKjXHYYZ4CtasleU4ujgw==,-34.62706757,-58.41802597,Boedo,3.0,1.0,131.0,131.0,222870.0,Departamento
sTP5eGozRPNKqujD/ZGNBg==,-34.596461,-58.42245,Palermo,3.0,2.0,80.0,75.0,340000.0,Departamento
wf7ZKEPoEj75De0zlvr1tA==,-34.6497879,-58.41946411,Pompeya,3.0,1.0,138.0,120.0,170000.0,Casa
DYVTanecc4/oubPvUjRdNQ==,-34.55119324,-58.44264221,Belgrano,3.0,3.0,130.0,120.0,710000.0,Departamento
HJmCqUhbL4tecXvELAMGYA==,-34.61227036,-58.48950195,Villa del Parque,3.0,1.0,135.0,110.0,179000.0,Casa
u+azOyQqyqoNDAuvTEDlDA==,-34.65136719,-58.4228096,Pompeya,4.0,3.0,211.0,211.0,265000.0,Casa
gBQkP2uX91WSzaEuvqa8Qg==,-34.57021332,-58.43994522,Belgrano,4.0,4.0,490.0,414.0,1200000.0,Casa
j2p+/Uv4VihEqkpZO36u7w==,-34.60982132,-58.39260483,Congreso,4.0,2.0,110.0,110.0,98000.0,Departamento
pM89fEsOBjK58PfvNFWpZA==,-34.612919,-58.362333,Puerto Madero,4.0,3.0,125.0,125.0,540000.0,Departamento
WIaNlfb2+6pxWtSbipsyLw==,-34.57501221,-58.49985504,Villa Urquiza,5.0,5.0,386.0,386.0,519000.0,Casa
TXbvowp3610ryBcbgpNNkA==,-34.6332169,-58.3711498,Barracas,1.0,1.0,25.0,25.0,58000.0,PH
6bQXZX7csObOW0aDAKDT8w==,-34.587287,-58.484259,Parque Chas,3.0,1.0,57.0,50.0,133000.0,PH
/qdzFbKLld0QUoQRjUJQKQ==,-34.6478257,-58.5063955,Liniers,2.0,1.0,44.0,44.0,94000.0,PH
WBOFlndXBGL9HoIGw9/VuA==,-34.6378491,-58.4906544,Villa Luro,2.0,1.0,45.0,45.0,80000.0,PH
BtSHfhquf2kkfeyhq0/wcw==,-34.6190098,-58.4104726,Boedo,3.0,1.0,100.0,100.0,144000.0,PH
Ajjd+9IdZ7LTqG/AlJjPIA==,-34.546648,-58.4593385,Nuñez,3.0,1.0,64.0,60.0,190000.0,PH
dRnc+Lxh+tpVbEZx18MZDw==,-34.5940224,-58.4184327,Palermo,3.0,3.0,154.0,154.0,349500.0,PH
45HCKbNPGOzHkteaX1sWeQ==,-34.6323092,-58.5228301,Versalles,3.0,2.0,90.0,73.0,135000.0,PH
eLvh9lL9xISY3YRaaropqg==,-34.6183291,-58.5057331,Villa del Parque,3.0,1.0,50.0,50.0,115000.0,PH
ly5hbunN6VLaAWD8ez2ApA==,-34.6524443,-58.4757386,Parque Avellaneda,3.0,1.0,79.0,74.0,144000.0,PH
3Vj/Z8VrE635xCUxS56GHA==,-34.6498722,-58.483012,Parque Avellaneda,3.0,1.0,70.0,58.0,132000.0,PH
6LxebrqljneoDvx5poZsTA==,-34.6332169,-58.3711498,Barracas,4.0,2.0,150.0,105.0,300000.0,PH
M8vbG45s8g+K/tILEMpDVg==,-34.552056,-58.492141,Saavedra,4.0,2.0,89.0,79.0,132000.0,PH
Vs1+ra7ZCUKY/vnKkRfqBA==,-34.617985,-58.524608,Villa Real,4.0,1.0,193.0,141.0,239000.0,PH
hnLigvqdLe8M5Zdruh4HYw==,-34.5887443,-58.4753312,Villa Ortuzar,4.0,3.0,165.0,140.0,299500.0,PH
UVlG87jQl+xf+gfmUeKEiQ==,-34.5861825,-58.4865598,Villa Urquiza,5.0,2.0,100.0,100.0,190000.0,PH
dnK8qV1OMaGkUXOmmcc39Q==,-34.5791755,-58.4393518,Palermo,7.0,2.0,145.0,100.0,199000.0,PH
055UVfthkQL6hQUo/uLZ5A==,-34.616031,-58.391789,Balvanera,5.0,2.0,200.0,120.0,185000.0,PH
frf/zx31HXgw5+tMddSS2Q==,-34.5609681,-58.4758459,Coghlan,6.0,2.0,320.0,220.0,375000.0,PH
cmw+jpxNXbLsRXJGgpgJgQ==,-34.62503433,-58.4626236,Flores,5.0,3.0,240.0,240.0,250000.0,Casa
df7ymfuYHnBjdpbky345ZQ==,-34.56076813,-58.48754501,Coghlan,2.0,2.0,64.0,52.0,165000.0,Casa
d6uKO0QepYtz5PxIMUMJBg==,-34.56076813,-58.48754501,Saavedra,2.0,2.0,64.0,52.0,155000.0,Casa
QaTQ1WGuM/M+N4pe1Ldx8w==,-34.6633873,-58.51493835,Mataderos,2.0,1.0,100.0,80.0,75000.0,Casa
CHDh+Xx36yT2OsCbkRydcA==,-34.60486984,-58.49581146,Villa del Parque,3.0,2.0,198.0,140.0,380000.0,Casa
YeE3TtJ3v8nQge27IV+sNQ==,-34.584475,-58.435711,Palermo,4.0,4.0,300.0,300.0,950000.0,Casa
gxYw23GrB/mx9rtxqc6mYQ==,-34.5824025,-58.4273048,Palermo,5.0,3.0,340.0,280.0,650000.0,Casa
tTcECLrTvFf7h85RlXX6+Q==,-34.5522213,-58.4942277,Saavedra,4.0,2.0,278.0,278.0,690000.0,Casa
oxNzYRaAyxnLZf283BqBjQ==,-34.6044003,-58.5132449,Villa Devoto,4.0,2.0,300.0,300.0,1280000.0,Casa
5WHZ3Rv83tEes7kNlodhGw==,-34.642839,-58.4369838,Parque Chacabuco,4.0,1.0,194.0,164.0,155000.0,Casa
/CQfk0K40yb8GKhPycLwXQ==,-34.566345,-58.4755601,Coghlan,7.0,2.0,318.0,318.0,615000.0,Casa
vrvEUzY/yVrbHySpxeZUBw==,-34.566345,-58.4755601,Coghlan,7.0,3.0,395.0,395.0,1213000.0,Casa
MfcAQHuYQrQhgHJsa2hpAQ==,-34.646744,-58.381456,Barracas,6.0,3.0,305.0,275.0,460000.0,Casa
GHLgL85MklB58VrfmU+o6Q==,-34.554242,-58.4915489,Saavedra,6.0,2.0,150.0,150.0,320000.0,Casa
s0kkWvRUwecb1F8Wx1utyA==,-34.6301112677,-58.5227750905,Versalles,5.0,3.0,287.0,287.0,450000.0,Casa
jAyjUW8mxVQJCp8YyO6EPA==,-34.6031298,-58.4865955,Villa del Parque,6.0,2.0,152.0,152.0,418000.0,Casa
3G4VxNdQ16SWRlQIJDfRqw==,-34.644667,-58.438802,Parque Chacabuco,7.0,5.0,440.0,360.0,312000.0,Casa
sG+Y5Bl/NQELZwxXWlybKQ==,-34.5683955693,-58.4531740847,Belgrano,7.0,7.0,705.0,705.0,980000.0,Casa
syfhgqmBEomgvQ49C+0qng==,-34.6116938,-58.5265154,Villa Devoto,8.0,4.0,470.0,420.0,450000.0,Casa
iBB2BFuLykswngwW/CgceQ==,-34.61134338,-58.40538406,Once,2.0,2.0,66.0,63.0,109000.0,Departamento
KDYawzGiA+hNVtVigRSzdg==,-34.6358124,-58.4692136,Flores,1.0,1.0,33.0,28.0,63500.0,Departamento
ksgpKrd/DxS8ZpurfzLgrg==,-34.61818314,-58.46603775,Flores,1.0,2.0,46.0,44.0,123000.0,Departamento
+5LvZwz9hw3KepDi8H46rQ==,-34.62963867,-58.45709991,Flores,3.0,2.0,90.0,85.0,255000.0,Departamento
vwfRCl9HObi6O3YKSgv0gg==,-34.552841974,-58.4560145981,Nuñez,1.0,1.0,40.0,38.0,99000.0,Departamento
xaa2u0s+B4MDLe/6vhB8iA==,-34.552841974,-58.4560145981,Nuñez,1.0,1.0,40.0,38.0,110000.0,Departamento
K2MIZJ6SMJv1k2xrZ4TMYQ==,-34.5519309,-58.4687093,Nuñez,1.0,1.0,34.0,34.0,92000.0,Departamento
